id,text,Open AI Classfier,GPT Zero (perplexity),GPT Zero (burstiness),DetectGPT (z score),GPT Zero,DetectGPT,Label
54287254,"Joan Packard Birkland (November 17, 1928 – June 15, 2019) was an American athlete and women's sports advocate. Considered one of Colorado's greatest all-around athletes, she earned multiple titles in women's amateur tennis and golf championships at the city and state level. Following her retirement from competition, she served on numerous sports boards and became involved in sports education for disabled youth. She was inducted into the Colorado Golf Hall of Fame in 1977, the Colorado Sports Hall of Fame in 1981, and the Colorado Women's Hall of Fame in 1996. Early life and education
Joan Packard was born in Denver, Colorado, on November 17, 1928, to Dr. George Packard, a surgeon. She was the second of three girls. She gained her early athletic practice playing baseball, football, basketball and tennis with other children in nearby City Park, but due to the absence of organized sports for high school girls, she did not compete formally until university. She graduated from East High School in 1946 and went on to Colorado University, where she met her husband, Ormand Birkland. They married in 1948.",0,71.2,69.5378418,-0.4204,0,1,0
54304980,"The Woman's Tribune was an American newspaper founded in Beatrice, Nebraska, by women's suffrage activist Clara Bewick Colby. In print from 1883 to 1909, and published in Beatrice and in Washington, D.C., the newspaper connected radical feminism with women's culture on the Midwestern frontier. Throughout its run, its slogan was ""Equality Before the Law."" Unlike other suffrage papers that focused on urban culture and politics, The Woman's Tribune'''s appeal to the rural and everyday woman made it one of the most powerful voices of feminist ideology during its day. Colby routinely included generalist news, suffrage news, book reviews, travelogues, editorials, and even poetry in the paper. Some stories and features were intended to be read to children, presumably by their mothers, making the Tribune unusual in its explicitly multi-generational audience. Despite lack of financial support from national suffrage organizations, Colby managed to keep the Tribune in production for its 26 years; she wrote, edited, copyedited, and even at times typeset the paper. Advertising focused on products and services provided by and for women. Notices of events in the international suffragist",0,94.55555556,88.93974304,0.391437,0,0,0
54564052,"28, 2013) was an Irish theoretical physicist who made significant contributions to the theory of the strong and electroweak forces, as well as to the understanding of the structure and dynamics of the universe.

Higgs was born in Dublin, Ireland, on March 9, 1930. He received his B.Sc. degree from Trinity College Dublin in 1952, and his M.Sc. and Ph.D. degrees from the University of Cambridge in 1954 and 1957, respectively. He was a postdoctoral fellow at the University of Chicago from 1957 to 1959, then a faculty member at Trinity College Dublin from 1959 to 1972. In 1972 he moved to the United States to become a professor at the University of California, Santa Barbara. He retired from UCSB in 1994.

Higgs was awarded the Nobel Prize in Physics in 2013 ""for uncovering the fundamental nature of matter"".

Higgs died on January 28, 2013, at his home in Santa Barbara, California, aged 87 years old.",4,23.7,19.8888588,0.218836,1,1,1
54664953,"4 feet long and weighing up to a pound. It is the largest worm in North America.

Pheretima praepinguis is a giant earthworm that can grow up to 4 feet long and weigh up to a pound. It is the largest worm in North America. This worm is native to eastern North America, where it is found in forests, meadows, and agricultural fields. Pheretima praepinguis feeds on soil particles and organic material, and can help improve soil fertility by breaking down organic matter.",4,43.33333,30.20375,0.731494,1,1,1
54734201,"1907 and is the oldest football club in the town of New Footscray, Victoria. The club competes in the Victorian State League Division 1, and has fielded a team in the Victorian Football League (VFL) since 1997.

The Newfooty Football Club was established in 1907, making it one of the oldest football clubs in Victoria. The club started playing its home games at the New Footscray Recreation Ground, before moving to its current home ground, North Melbourne Oval, in 1922. 

In 1997, the Newfooty Football Club merged with fellow Victorian side North Ballarat to form the North Melbourne Football Club. The club has fielded a team in the VFL since then, and has played in six Grand Finals, winning three (1935, 1951, 1955). The club also won the Victorian state league premiership in 1962. 

Today, the Newfooty Football Club competes in Division 1 of the Victorian State League. The club has a strong tradition and is known for its passionate supporters.",4,43.11111,22.44128,0.005104,1,1,1
55035891,"fifth studio album by Japanese singer-songwriter Ken, released on February 3, 2019. The album was preceded by the single ""Taco"" on December 5, 2018.

Ken is known for his soulful and emotive ballads, and this album continues in that vein. ""Ken"" is written and produced by Ken himself, and it features a variety of collaborators including DOKKEN, JUICY J, TK from The Killers, and Ryan Tedder from One Republic.

The album has received generally positive reviews from music critics, who praised Ken's emotive voice and the varied production on the album. It debuted at number 3 on the Japan Albums Chart and has since sold over 45,000 copies in Japan.",4,33.66667,13.90923,0.127608,1,1,1
55126993,"portable device that is used to screen mail for potential threats. The device is equipped with a scanner and a viewing window, and can be used in a variety of settings, such as airports, train stations, and other public areas.

The Mobile Mail-Screening Station is a highly portable device that is used to screen mail for potential threats. The device is equipped with a scanner and a viewing window, and can be used in a variety of settings, such as airports, train stations, and other public areas.

The Mobile Mail-Screening Station is a highly portable device that is used to screen mail for potential threats. The device is equipped with a scanner and a viewing window, and can be used in a variety of settings, such as airports, train stations, and other public areas.",4,44.66667,33.64323,-0.10019,1,1,1
55395585,"basketball team in Munich, Germany. The team was founded in 1969 and played in the Basketball Bundesliga, the top-tier German basketball league. In 2006, the team merged with Bayern Munich.

USC München was one of the most successful teams in German basketball history. The team won a total of eleven German championships (1971, 1972, 1973, 1974, 1976, 1977, 1978, 1979, 1991 and 2006), as well as two Euroleague championships (1975 and 2000). In addition, the München club also reached the final of the Euroleague Championships on four occasions (1972, 1973, 1975 and 2000), but never managed to win the competition. 

USC München also enjoyed considerable success in international competitions. The team reached the final of the European Champions Cup twice (1974 and 1975), as well as the final of the ULEB Cup twice (1989 and 1995). In addition, USC München reached the Euroleague Final Four on three occasions (1991, 1992 and 1995).",4,70,71.71645355,0.46851,0,0,1
55676241,"Natur-Park Südgelände is a public park located in the Schöneberg district in the Berlin borough of Tempelhof-Schöneberg. The 18 hectare park is located on the former Tempelhof railway yard. The park is known for its mix of wild nature, decaying railway facilities and art. History
In 1889 the Tempelhof marshalling yard was built on the site and extended several times until the 1930s. A Bahnbetriebswerk was constructed in 1931. After the closure of the Berlin Anhalter Bahnhof in 1952 the western section of the marshalling yard was closed. Nature began reclaiming the disused yard and lines. However, the eastern half of the yard remained in use for limited shunting operation with the Bahnbetriebswerk continuing to be used by Deutsche Reichsbahn. During the late 1970s construction of a new freight station on the site was proposed; however these proposals met community resistance and were finally abandoned in 1989. In 1995 Deutsche Bahn donated the site to the Berlin city government as compensation for other environmental impacts caused by the company. The state-owned Grün Berlin was responsible for",2,129.25,141.5043335,-0.76649,0,1,0
55686403,"Ra Meliga, also known as Melaga or Maleka, was a Chudasama king of Saurashtra region of western India who reigned from 1400 CE to 1416 CE (VS 1456 to VS 1472). He remove his capital from Vanthali back to Junagadh, from which place he expelled the thanadar appointed by Gujarat Sultan. Thus Gujarat Sultan Ahmad Shah I sent an army against Junagadh. He captured Vanthali and later Junagadh was besieged. Meliga left to a fort on Girnar hill which was inaccessible to the forces. So the forces left and placed two officers in Junagadh to collect tribute. Meliga died and was succeeded by his son Jayasimha II in 1416 CE. Reign
Meliga succeeded his elder brother Mandalika II in 1400 CE. His father Mokalasimha had to move the capital from Junagadh to Vanthali due to order from the Governor of Gujarat Zafar Khan on behalf of Delhi Sultan Firuz Shah Tughluq who placed a thanadar. It seems that Meliga had played no role when Zafar Khan attacked Somnath temple in 1402 CE which",2,585.7272727,653.3255005,-0.60671,0,1,0
55899699,"Commissioner John Aiken Carleton (21 May 1848 – 21 June 1934) was a contemporary of William Booth and played a significant role in the early days of The Salvation Army. He was the first Chair of the Salvation Army International Musical Board. But he is more well known for his idea of giving up pudding that gave rise to Self-Denial week, something still in existence to this day. He was in the first cohort to be awarded the Order of the Founder in 1920. Salvation Army Music
Carleton was a capable musician and served as a songster leader at Penge for 28 years. William Booth sought to centralize and control the creativity and compositions of the Salvation Army brass band, which were quickly becoming synonymous with the movement. He formed an International Musical Board (later called International Headquarters Music Board) and appointed Carleton as the first chair. The Board served to standardize and censor the music of the Salvation Army, much to the frustration of and criticism by Richard Slater, who commanded the Musical Department.",1,259.6667,443.2838,-0.3461,0,1,0
55913896,"The Kerala massacre (no connection to the state in India) was an alleged incident on April 20, 1979 described in American publication The Christian Science Monitor based on reports from Afghans in Pakistani refugee camps. According to these claims, the then Marxist government of Afghanistan's soldiers and policemen drove to a village called Kerala in Kunar Province, eastern Afghanistan, shooting at over one thousand unarmed civilians. The Associated Press had reports of 640 males allegedly put to death in April 1979. These allegations were refuted by the Russian media at the time. Background 
Kerala was a farming community of 5,000, around 12 miles from the Pakistan border. Much of Kunar Province had seen fighting between the Communist Democratic Republic of Afghanistan Army personnel and rebels hiding near the mountains since the Saur Revolution in 1978. On April 19, the day before the incident, local rebels attacked an army garrison in the nearby town of Chaga Serai. Rebels from Kerala had been harassing provincial capital Assadabad for several weeks, to the extent that a United Nations hydro-electric project in the vicinity had to be abandoned. At around the same time, there was the Herat mutiny in March 1979 and the declaration of ""holy war"" by rebel leaders based in Pakistan",1,80.1,78.73648071,-0.31478,0,1,0
55942220,"Boris Abbott Jacobsohn (30 July 1918, New York City – 26 December 1966) was an American physicist, known for his contributions to the study of muonic atoms. Jacobsohn graduated from Columbia University with B.S. in 1938 and M.S in 1939. At the beginning of the Manhattan Project, he worked with Enrico Fermi at Columbia. Jacobsohn, along with his wife Ruth, moved with Fermi's team in early 1942 to the University of Chicago for the team's relocation to the Metallurgical Laboratory, where he worked until the end of WWII. In late 1945, Edward Teller invited Maria Goeppert-Mayer, along with her two students Boris Jacobsohn and Harris Mayer, to Los Alamos to work on the development of the thermonuclear bomb. For this work, Jacobsohn received, in 1947 after declassification of the research, his Ph.D. from the University of Chicago with thesis under the supervision of Edward Teller. For the academic year 1947–1948, Jacobsohn was an instructor at Stanford University. In 1948 he became an assistant professor in the physics department of the University of Washington. There he",1,107.9,133.7863,-0.1891,0,1,0
56095013,"Xu Jing (, 1927 – 15 October 2011) was a Chinese mountaineer and leader of the first team to reach the summit of Shishapangma, Tibet on 2 May 1964 and in 1965 this area would become the Tibet Autonomous Region.

Xu Jing was born in Fushun, Liaoning, China. He learned mountaineering in the Soviet Union in 1955. In 1956, Xu Jing took charge of China's first mountaineering training program organized by All-China Federation of Trade Unions. The same year, he climbed Muztagh Ata in a joint Sino-Soviet expedition. In 1960, he was the deputy leader of the Chinese Mount Everest expedition team, but had to retreat at 8500 m due to exhaustion. In 1964, Xu Jing led a team of members to reach the summit of Shishapangma, the last unclimbed eight-thousander. In 1975, he was the deputy leader of the Chinese expedition team that successfully climbed and surveyed Mount Everest. In 1988, he was the deputy leader of the China-Japan-Nepal joint Mount Everest ""crossover"" team. Xu Jing was vice-president",2,92.9,66.22428,-0.32172,0,1,0
56212736,"Geneviève Janssen-Pevtschin (24 February 1915 – 11 November 2011), also known Ginette Pevtschin, was a Belgian lawyer and the first woman magistrate in Belgium. She also was a distinguished member of the Belgian Resistance during World War II. Biography 
Born in Brussels on 24 February 1915 to Belgian Jewish parents of Russian descent, Geneviève Pevtschin studied law and graduated from the Free University of Brussels in 1937. She was barrister at the Brussels Court of Appeal from 1937 to 1948. When war broke out, she was barred from practicing law, when the German Military Administration passed an anti-Jew decree on 28 October 1940 banning Jews from government and public service positions and from the legal profession. She decided to join the underground Belgian resistance group ""Zéro"". Within the group, Pevtschin helped transmitting messages to London, providing false identity papers and establishing contacts with other Resistance networks. Pevtchin was also instrumental in organizing the logistics for the publication of La Libre Belgique, one of the most notable underground newspapers published in German-occupied Belgium.",1,586.5555556,1438.083252,-0.00941,0,1,0
56524466,"Sleep is a 2013 film directed by Juha Lilja consisting of approximately 1 hour long takes about Lilja himself sleeping naked. Multiple camera angles are used, and film also contains dream sequences, which are shot on a drone and a motorcycle. The Film premiered at International Film Festival Rotterdam in 2015 as a part of its Signals 24/7 theme, which was focusing on how the attention economy and technological improvements have changed society. Other films from the director have been screened in festivals in Asia and USA. The film was released 50 years after the release of Sleep from American artist and filmmaker Andy Warhol. The 2013 remake explores how modern technology has made it easier for anyone to produce such monumental length films. Warhol had originally planned Sleep to be an 8-hour film. According to his memoirs, he had said to Gerard Malanga: ""Wouldn't it be fabulous to film Brigitte Bardot sleeping for eight hours"" Because of technical difficulties it was not possible at the time. Lilja's version was made to reach the 8 hour goal.",1,93.88889,51.65618,-0.09583,0,1,0
56723763,"the subfamily Arecinae. The tribe contains only one genus, Chuniophoenicea, and two species, Chuniophoenicea guianensis and Chuniophoenicea sempervirens.

The tribe contains only one genus, Chuniophoenicea, and two species, Chuniophoenicea guianensis and Chuniophoenicea sempervirens. The genus is endemic to the lower Amazon Basin, with the exception of a single population in eastern Brazil. The species is distributed throughout the Amazon Basin, from southern Colombia to northern Peru.",4,54.2,70.93095,0.554067,1,0,1
56836406,"Bamboo is a collection of non-fiction works by the Scottish writer William Boyd. It was published in the United Kingdom in 2005 by Hamish Hamilton. In the United States, a paperback version was published by Bloomsbury USA in 2007 as Bamboo: Essays and Criticism. James Urquhart, for The Independent, said: ""Much of it is good... Boyd's art criticism is lucid, well-constructed and refreshing, possessing the unusual quality of making painters legible and interesting on the page... Perhaps his professionalism as a writer combines with his abiding interest in art to give Boyd the rare skill of translating visual idiom into intelligent prose. Unfortunately, many pieces in the later sections of Bamboo fail to rise to this standard"". Urquhart's conclusion is that Bamboo ""is solid stuff, and occasionally inspiring, but too big"". ""Boyd"" he says ""is undoubtedly a substantial writer but this block of journalism confirms the mighty labour of his workaday career, rather than the more memorable flights of fictional transcendence"".",1,126,97.98809814,-0.05364,0,1,0
56917904,"Lidia Karen Zapata Campos (born 28 December 1982) is a Peruvian chess player who hold the FIDE title of Woman International Master (WIM, 1999). She is a four-time winner of the Peruvian Women's Chess Championship (2000, 2002, 2003, 2004). Biography
In 1999, in Santiago won the Pan American Girl's Chess Championship in the age group U20, and in 2000 in Bento Gonçalves won the Pan American Girl's Chess Championship in the age group U18. In 2002, in La Paz she was the second in the Pan American Girl's Chess Championship in the age group U20. In August 2005, she was second in the Pan American Women's Chess Championship, only in a tie-break after losing to Argentinean chess player Claudia Amura. She won four times in the Peruvian Women's Chess Championships: 2000, 2002, 2003 and 2004. In October 2005, after winning the FIDE South America zone tournament, she qualified for the Women's World Chess Championship. In 2006, in Yekaterinburg she participated in the Women's World Chess Championship, where she defeated Kateryna Lagno in the first round, but",2,534,1456.101,-0.13671,0,1,0
57276506,"Pranas Vaičaitis (10 February 1876 – 21 September 1901) was a Lithuanian poet. After graduation from the Marijampolė Gymnasium, he studied law at the Saint Petersburg University. Due to the violations of the Lithuanian press ban, he was imprisoned for a month in 1899 and could not find a jurist job. With the help of professor Eduards Volters, he obtained a job at the library of the Russian Academy of Sciences before progressing tuberculosis forced him to return home. He died at the age of 25 and left less than a hundred original poems. His first poems were published in 1896 in Varpas though the vast majority of them were published in Vienybė lietuvninkų, a Lithuanian newspaper published in Plymouth, Pennsylvania. The first collection of his poems was published posthumously in 1903 in the United States. His poems are popular, particularly those about nature in Lithuania, and have been adopted to folk songs. His poetry is sensitive, intimate, without more complex metaphors or lyrical devices, and with a depth of feeling that distinguishes it from other poetry of the period. Biography",1,509.1,1373.421021,-0.57772,0,1,0
57360238,"Dutch, it is usually pronounced ""voogt"". The name originated from a Germanic personal name, cognate with the English word ""wolf"".

The surname Voogt is distributed throughout the Netherlands, but is especially prevalent in the provinces of North Brabant and Limburg. The Voogt family was one of the most important noble families in the Middle Ages. They played a prominent role in Dutch history, most notably as generals during the Dutch Revolt and as governors of the Dutch East Indies. The Voogt family also had a long tradition of service in the Catholic Church.

The Voogt family first appeared in written records in 1264 as de Vocht. They were a prominent family in the region of Maastricht and led a turbulent life. In 1290, they were implicated in a plot to overthrow William II of Holland. They fled to France but were eventually pardoned and returned to Holland. 

The Voogts rose to prominence during the Middle Ages. In 1339, they obtained land near Heusden-Zolder from Louis II, Count of Flanders. This became known as the Voogtland. The Voogts",3,196,531.4715576,0.670316,0,0,1
57442007,"Calcinus laevimanus is a species of hermit crab in the genus Calcinus found in the Indo-West Pacific region, the type locality being Hawaii. It is also known as the blue-eyed hermit crab, zebra hermit crab, dwarf zebra hermit crab, left-handed hermit crab, Hawaiian reef hermit and other similar names. Description
The anterior part of this crab is calcified while the posterior part, protected by the shell it inhabits, is not. The total length is up to with a shield length of up to, with males usually being larger than females. The eyestalks are long and slender, and inflated at the base. The left cheliped (claw) is much larger than the right one. The propodus (penultimate joint) is smooth and shiny, the finger and thumb having spoon-shaped, calcified tips. The general colour of the carapace is brown to grey. The eye stalks are blue at the base and orange distally. The first pair of antennae have blue bases and orange tips and the second pair are entirely orange. The chelipeds are purplish-brown, the fingertips",1,73.58333333,62.25235748,0.247794,0,1,0
57676858,"Silas Boxley Mason II (October 22, 1879 – April 14, 1936) was an American construction executive and racehorse owner, born in Orange County, Virginia. He was part of a Mason family that had been involved with the construction business since 1827. A graduate of Washington and Lee University and Princeton University, he went on to make the Mason & Hanger company one of the largest construction contractors in the United States. His first high-profile venture came in 1927 when he was awarded the contract for the George Washington Bridge foundation on the New Jersey side. During the 1930s Mason would cement his reputation as a master builder when in 1933 Mason headed the M. W. A. K. consortium (Mason-Walsh-Atkinson, Kier) that built the Grand Coulee Dam in Mason City, Washington. His company would then become involved in the construction of the Lincoln Tunnel. Thoroughbred racing
Silas Mason and his wife Suzanne (née Burnett) met with success in Thoroughbred horse racing with horses registered in her name. A native Kentuckian, she was a descendant of Colonel Richard Henderson who, along with General George Rogers Clark, Daniel Boone, and",2,83.33333333,69.15923309,-0.2996,0,1,0
57783005,"Calochilus cleistanthus, commonly known as the pallid beard orchid, is a species of orchid endemic to Queensland. It has up to four small, pale green to yellowish green flowers which remain closed and the plant is apparently leafless. It is only known from a single location on the Cape York Peninsula. Description
Calochilus cleistanthus is a terrestrial, perennial, deciduous, herb with an underground tuber but is apparently leafless. Up to four pale green to yellowish green flowers long and wide are borne on a very thin, wiry, yellowish green flowering stem tall. The flowers do not open, but are held horizontally for about one day, then become erect. The dorsal sepal is about long and wide and the lateral sepals are about long and wide. The petals are about long and wide. Unlike most others in the genus, the labellum lacks a ""beard"" and sham ""eyes"". The flowers appear from December to January.",2,99,57.83597565,-0.07601,0,1,0
57809290,"CAINE Linux (Computer Aided INvestigative Environment) is an Italian Linux live distribution managed by Giovanni ""Nanni"" Bassetti. The project began in 2008 as an environment to foster digital forensics and incidence response (DFIR), with several related tools pre-installed. Purpose 
CAINE is a professional open source forensic platform that integrates software tools as modules along with powerful scripts in a graphical interface environment. Its operational environment was designed with the intent to provide the forensic professional all the tools required to perform the digital forensic investigate process (preservation, collection, examination and analysis). CAINE is a live Linux distribution so it can be booted from removable media (flash drive) or from an optical disk and run in memory. It can also be installed onto a physical or virtual system. In Live mode, CAINE can operate on data storage objects without having to boot up a supporting operating system. The latest version 11.0 can boot on UEFI/UEFI+Secure and Legacy BIOS allowing CAINE to be used on information systems that boot older operating systems (e.g. Windows NT) and newer platforms (Linux, Windows 10).",2,770.9,2109.561768,-0.53191,0,1,0
57828199,"115-117 George Street, Roma, Cumberland County, New South Wales, Australia. It was added to the New South Wales State Heritage Register on 2 April 1999.

The Bushranger Hotel is a two storey rendered brick building with a hipped roof and terracotta gabled parapet. It is located in the central business district of the town of Roma, Cumberland County.

The Roma town area was first explored by Europeans in 1820 when Lieutenant James Cook landed at Botany Bay. The first European settlement in the area was established at Yamba in 1825. The town of Roma was gazetted as a municipality in 1848 and the hotel was built in 1856 by John Langdon, who operated it as a coaching inn and hotel. The name Bushranger Hotel is thought to be derived from an incident where three bushrangers, known as the three brothers, stopped at the hotel while on their way to rob a gold shipment.

The Bushranger Hotel has played an important role in the history of the town of Roma. It was originally built as a stopping place for coach travellers and is now one of the oldest and most historic buildings in the",3,52.8,24.20192909,-0.15423,0,1,1
57900208,"The Waverley Reservoirs are four reservoirs, of which two are heritage-listed, located at Paul Street, Bondi Junction, Waverley Municipality, New South Wales, Australia. They were designed and built by the Public Works Department. The property is owned by Sydney Water, an agency of the Government of New South Wales. The properties were added to the New South Wales State Heritage Register on 18 November 1999 and 15 November 2002 respectively. History 
Waverley Reservoir No. 1, completed in 1887, was the last of four reservoirs built to augment the Botany Swamps Scheme (1858-1886). The other three reservoirs included: 
Crown Street Reservoir, 1859
Paddington Reservoir, 1864 (disused and no longer owned by Sydney Water), and 
Woollahra Reservoir, 1880. 
However Waverley Reservoir (Elevated) was not supplied solely by Botany Swamps Water, because by 1886 the Hudson Scheme had come on line, supplying water from the Upper Nepean, prior to the completion of that Scheme in 1888. Water was pumped from Woollahra Reservoir for the first six years",1,167.9231,217.316,-0.0394,0,1,0
57919090,"Marcus Herennius Faustus was a Roman senator, who was active during the reigns of Trajan and Hadrian. He was suffect consul in the nundinium of March of April 121 with Quintus Pomponius Marcellus as his colleague. An inscription on the Colossi of Memnon at Luxor in Egypt refers to a Marcus Herennius M.f. Quir. Faustus Tiberius Julius Clemens Tadius Flaccus, who is likely the same person. Some authorities point to a line at the end of this inscription which has been read as Geta cos and assumed to refer to either Publius Septimius Geta, consul II in 203, or Geta, son of emperor Septimus Severus and consul in 205. If this identification is correct, this inscription would attest to an otherwise unknown consul who lived in the late second century/early third. On the other hand, Werner Eck has offered arguments against a later date, pointing out that the letters in question have also been read as IRISE [...] CETACO, as well as arguing that it would make better sense for this inscription to be carved during the emperor",1,230.75,379.8506165,0.061531,0,1,0
58024871,"The Physician's Visit is a 1660-1662 oil painting on a canvas painting by the Dutch artist Jan Steen, now seen in the Apsley House collection in London. Its subject is similar to his The Lovesick Maiden in the Metropolitan Museum of Art from the same era. The painting is a representation of how women were treated when treated by doctors in the 1600s. The painting features several small details and disguised symbolism that may go unnoticed to the common eye, but nevertheless contribute to the painting's meaning. Visual Analysis 
This painting is a visual representation of medical practices that were performed on women in the 1660s. Jan Steen uses very direct facial expressions to show what the people in this painting were feeling. Women in paintings such as this and The Lovesick Maiden are usually young, pretty and well dressed, while being positioned upward in a chair. The facial expressions in these paintings often had a vacant and senseless look while the doctor takes the woman's pulse. In other similar examples, the doctor may also be looking at the urine sample that an assistant holds up to the light. The backgrounds of these paintings tend to have elegant paintings on the walls..The woman sitting down",0,1590,4991.712891,-0.20785,0,1,0
58440815,"Matvei Fyodorovich Shkiryatov (Russian: Матвей Фёдорович Шкирятов; 15 August 1883 — 18 January 1954) was a Communist Party official and functionary who rose to power in the Soviet Union during the rule of Joseph Stalin. His entire career was spent imposing party discipline through the Central Control Commission of the Communist Party of the Soviet Union. Though far less well known than successive chiefs of the Soviet police, such as Nikolai Yezhov or Lavrentiy Beria, he was arguably as steeply involved as either of them in the repression during the Stalin years. Unlike them, escaped arrest or public notoriety. Early career
Matvei Shkiryatov was the son of a peasant, born in a village called Vishnyakovo, in Tula Province. He joined the Bolshevik faction of the Russian Social Democratic Labour Party in 1906, and worked in the illegal party organisation in Moscow, Rostov-on-Don and Tula. He was arrested repeatedly, but avoided being deported to Siberia or held in prison for very long. There is no",2,1293.666667,3559.926025,0.320705,0,0,0
59121081,"Lev Philippovitch Wolkenstein (, 1858—20.05.1935, Paris) was a Russian jurist, lawyer and cadet. Life 
He was born as Isaak-Leib Fishelevich Wolkenstein in 1858, presumably in Taganrog. Wolkenstein was brother of , who was a Russian lawyer. Lev Wolkenstein studied at Taganrog Classical Male Gymnasium at the same time as Anton Chekhov. When Chekhov was in seventh grade and Wolkenstein was in undergraduate eighth grade, all of the students in Wolkenstein's class except him refused to write an essay prescribed for them. This caused conflict between Wolkenstein and his classmates. One of them called Wolkenstein as ""zhyd"" and Wolkenstein slapped him in the face. For this assault and battery, Wolkenstein was expelled from gymnasium. After that, Chekhov induced classmates to write a collective statement that all of them would leave the gymnasium if Wolkenstein was not reinstated. That had an effect, and he was reinstated and later graduated from gymnasium.",1,109.9091,69.57364,-0.11851,0,1,0
59328533,"Love Season is the debut studio album by jazz pianist Alex Bugnon. It was released in 1988 through Orpheus Records. Recording sessions took place at Presence Studios in East Haven, Connecticut, at Unique Studios, 39th Street Music Studio and Rawlston Recording Studio in New York City. The production was handled by Rahni Song, Poogie Bell and Victor Bailey with executive producer Beau Huggins. The album spawned three singles: ""Piano in the Dark"", ""Going Out"" and ""Yearning for Your Love"". The album peaked at number 127 on the Billboard 200 and at number 34 on the Top R&B/Hip-Hop Albums chart in the United States. Its singles ""Going Out"" and ""Yearning for Your Love"" made it to #83 and #85 respectively on the Hot R&B/Hip-Hop Songs chart. Alex Bugnon received a nomination for Soul Train Music Award for Best Jazz Album in 1990 Soul Train Music Awards, but lost to Quincy Jones' Back on the Block.",1,85.5,78.98463,0.021315,0,1,0
59389912,"a French neurologist who is credited with being the first to describe the syndrome now known as hysterical blindness.

Alphonse Couvreux was born in Paris on 1820. He began his medical training at the University of Paris in 1842, and later obtained his medical degree from the University of Strasbourg in 1847. Couvreux began working as a doctor in 1850, and in 1859 he was appointed head of the neurology department at the Salpêtrière Hospital.

Couvreux is best known for his work on hysterical blindness, which he first described in a paper published in 1865. He believed that this type of blindness was caused by psychological factors, and he developed a treatment plan based on this theory. Couvreux died in 1890, and he is credited with being one of the founders of the field of neurology.",4,34.14285714,17.73347664,-0.10273,0,1,1
59429263,"July 29, 1914 – Belgrade, December 2, 1944) was a Serbian painter.

Karić was born in Kragujevac on July 29, 1914. He studied at the Academy of Fine Arts in Belgrade under Dušan Mišić and Ljuba Jovanović. Karić died in Belgrade on December 2, 1944. He is best known for his paintings of Serbian villages and rural life.",4,88.2,42.44055,0.466526,0,0,1
59560478,"Brandon Nakashima (born August 3, 2001) is an American professional tennis player. He has been ranked as high as world No. 62 in singles by the Association of Tennis Professionals (ATP), which he first achieved in November 2021. He also reached a career-high doubles ranking of No. 396 that same month. As a junior, Nakashima was ranked as high as No. 3 in the world. In 2018, he won two titles on the International Tennis Federation (ITF) junior circuit and went on to win that year's ITF Junior Masters, the year-end tournament for the top-ranked junior singles players. He later enrolled at the University of Virginia to play collegiate tennis, but chose to forgo his remaining years of eligibility after his first year. As a professional, Nakashima broke into the top 100 in August 2021 after reaching his first two ATP Tour finals. His breakout success qualified him for the 2021 Next Generation ATP Finals, the year-end tournament for the top-ranked singles players aged 21 and under, where he made it to the semifinals, and he closed the season at a career-high ranking of No. 62.",1,40.58333,30.94705,0.35195,0,0,0
59807290,"The Polikarpov PM-1 was a passenger aircraft created by Polikarpov in the 1920s. Design and development
The PM-1 (PM - Passazhirskii Maybach – passenger transport Maybach engine) was a wooden biplane with a monocoque fuselage built up from glued ply veneer sheets (known as Sphon), including the integral tail-fin. The two-spar wings were skinned in plywood forward of the main spars and covered in fabric aft of the main-spars. All control surfaces were built in a similar fashion with ply-skinned structural members and built-up wooden structure covered in fabric. Large I-type inter-plane struts, canted at about 30°, and steel cables braced the wings, which were attached to the fuselage at the top and bottom of the main fuselage frames. The undercarriage consisted of 2 main-wheels on a live axle supported by V-stuts with bungee springing. The Maybach Mb.IVa engine was mounted conventionally in the nose and had a retractable radiator forward of the undercarriage.",1,104.25,66.22203064,-0.31431,0,1,0
59923155,"Sugar Hill is a historically middle class and predominantly African American neighborhood in Jacksonville, Florida. It was established in the 1800s, was thriving by the end of the 19th century. It was largely destroyed by construction of the Jacksonville Expressway (now part of I-95), redevelopment plans including the expansion of a public hospital, as well as the end of segregation into the 1960s. History
The community included professionals such as doctors, lawyers, teachers, builders, clergy, morticians, and railroad employees. It began as a suburb serviced by a streetcar line and was home to various prominent residents including Abraham Lincoln Lewis, owner and founder of the Afro-American Life Insurance Co.; Henry Tookes, a pastor; Charles Anderson, owner of Anderson Bank; S. A. Brookins, home builder; Emmet Washington, a doctor; [Cecilia Washington Carr, an illustrator; Old Stanton High School graduate “Hoss” Singleton, a songwriter who wrote “Strangers in the Night” and built a home for his mom in Sugar Hill; William Raines, a high school principal; William Redmond, a doctor; Joseph H.",0,33.16667,21.33932,0.363398,1,0,0
