id,truncated,Open AI Classfier,GPT Zero (perplexity),GPT Zero (burstiness),DetectGPT (z score),GPT Zero,DetectGPT,Label
52300331,"February 25, 1998) was an American musician, best known as the drummer and primary songwriter for the rock band Creedence Clearwater Revival.

Rogers was born in Bakersfield, California, to Sinclair and Janie Rogers. He had two older brothers, Mark and Skip. In 1974, he married his high school sweetheart, Lynda. They had one daughter, Amber.

Rogers died of a heroin overdose in 1998 at age 43.",4,38.66667,30.98817,0.449576,1,0,1
10120609,"earth, brown earth, and desert grass, is an annual grass found in the southwestern United States and northern Mexico. It is a perennial grass that grows to 1.5 meters tall. The leaves are broad and flat, and the inflorescence is a single spike up to 40 centimeters long. The spike has up to 60 flowers, each with five yellow petals.",4,61,56.18422,1.149756,0,1,1
21884126,"of the elements iorwerth (meaning noble) and garth (plural garths, literally meaning garden). The name may refer to: 

Iorwerth ap Gwrgan (c. 600 – 649), King of Gwynedd from 616 until his death.

Iorwerth Foel (born 1969), Welsh singer-songwriter.

Iorwerth Thomas (born 1984), Welsh footballer who plays for Swansea City.",4,99.2,19.35717,0.085069,0,1,1
62206201,"a Bosnian pop music duo consisting of brothers Rauf and Faik Medić. The two were born in Sarajevo, Bosnia and Herzegovina in 1978. The brothers began their musical career in the early 1990s, when they formed the band TV.

In 1998, the brothers released their first album, entitled ""Život je žao meni"". The album was a huge success, and they went on to tour throughout Bosnia and Herzegovina and Croatia. In 2001, they released their second album, entitled ""Kad sam bio mladi"". The album was also a hit, and they went on to tour throughout Europe.

In 2007, the brothers released their third album, entitled ""Čovek je zaista lud"". The album was a huge success, and they went on to tour throughout Europe. In 2009, they released their fourth album, entitled ""� to mislite o meni?"". The album was a huge success, and they went on to tour throughout Europe.

In 2013, the brothers released their fifth album, entitled ""Moja priča"". The album was a huge success, and they",4,114.6923,113.4816,-0.10147,1,1,1
42481094,"literary heritage, which is evident in the many written works that have been produced over the centuries. Laos has a long and profound literary tradition, dating back to the ancient times. Today, Laos boasts some of the best writers in Southeast Asia, and the country is home to both traditional and contemporary literature.

The literary traditions of Laos date back to antiquity. The earliest written records of Lao culture date back to the 3rd century BC, when the historian and philosopher Fa-Hien travelled to Lao PDR. Fa-Hien was one of the most famous translators and travellers of his time, and he left behind a detailed account of Lao culture and history. His work, The Travels of Fa-Hien, is one of the most important sources of information about Lao culture and history.

Lao literature flourished during the Sui and Tang dynasties (AD 590-907 and 907-1279). The literati of this period were highly educated, and they produced a number of classical works, including poetry, prose fiction, and historical writings. These works are characterized by their elegant prose style and richly descriptive language.

During the French colonial period",2,43.90909,23.0801,0.900601,0,1,1
48755659,"a species of Iris native to the Mediterranean region.

The iris is a genus of around 100–150 species of flowering plants in the family Iridaceae. The genus is widespread across much of Europe, Asia, and North America, with a few species in Africa and South America. Many of the species are cultivated as garden plants. The name Iris comes from the Greek word for rainbow, probably because the flowers of many irises are multicolored.

Some irises are cultivated for their flowers, while others are used as garden plants or for landscaping. Some are selectively bred for various traits, such as large flowers or hardiness in cold climates. Iris sambucina is usually grown as an ornamental plant in temperate regions.",4,57.25,31.33118,-0.09505,0,1,1
14996795,"has written nine novels and two collections of short stories.

Krawiec was born in Chicago, Illinois, on March 19, 1962. He attended college at the University of Notre Dame, where he received a B.A. in English in 1984. He then attended the University of Wisconsin–Madison, where he received an M.F.A. in 1987.

Krawiec's first novel, ""The Flamingo Rising,"" was published in 1989. His second novel, ""The Lotus Eaters,"" was published in 1993. His third novel, ""The Book of Daniel,"" was published in 1996. His fourth novel, ""The Great American Novel,"" was published in 2001. His fifth novel, ""The Thief,"" was published in 2004. His sixth novel, ""The Angelmaker,"" was published in 2007. His seventh novel, ""The Book of Ruth,"" was published in 2009. His eighth novel, ""The Book of Jeremiah,"" was published in 2012. His ninth novel, ""The Book of Jersualem,"" was published in 2016.

Krawiec has also written two collections of short stories: ""Born Into This"" and ""In the Country of",4,79.25,176.2349,-0.24779,1,1,1
869302,"was a Congolese scholar, author, and politician.

Jean-Baptiste Bagaza was born in Bukavu on 29 August 1944. After completing his primary and secondary education in Bukavu, he studied at the University of Leuven, Belgium, where he obtained his doctorate in history in 1968. He returned to Congo to teach at the universities of Kinshasa and Lubumbashi. In 1977, he became director of research at the National Museum of the Congo. From 1992 to 1997, he served as the Minister of Culture and Communication in the government of Laurent Kabila. He was elected to the National Assembly of Congo in 2002 as a representative of the Union for Democracy and Social Progress (UDPS).

Bagaza was appointed Minister of Higher Education and Research in 2003 by President Joseph Kabila. He served as minister until his death on 4 May 2016.

Jean-Baptiste Bagaza was a prolific author, publishing more than a dozen books on subjects ranging from history to sociology to politics. Among his most notable works are ""Le Congo au XXe siècle"" (1981), ""Le Royaume du Katanga"" (1983),",3,30.18182,14.66164,0.608526,1,0,1
50364667,"a Japanese professional footballer who plays for J2 League club Urawa Reds.

Han was born in Saitama Prefecture, Japan on 15 January 1993. He played for the Urawa Reds youth team from 2009 to 2012. Han made his professional debut for Urawa Reds on 3 April 2012 in a game against Sagan Tosu.",4,52.75,37.44663,0.223975,0,1,1
20924587,in railways. It usually refers to the C Line of the Paris Métro.,4,1355,1366.13,-0.06927,0,1,1
33777350,": Ничто П. Смолчина, born 15 November 1984 in Chișinău) is a Moldovan professional footballer who plays for FC Sheriff Tiraspol as a midfielder.

Smochină started his career with FC Sheriff Tiraspol, where he has made over 170 appearances and scored 21 goals since his debut in 2003. He has represented his country at various youth levels, and made his senior international debut in 2006.

Smochină was part of the Sheriff Tiraspol team that won the Moldovan Cup in 2005, 2007, and 2010.",4,47.75,16.02862,0.938813,0,1,1
43047716,"December 2002) was an Indian film actor and producer. He was one of the most popular and successful actors in Tamil cinema, and also had a successful career in Telugu cinema. He has appeared in over 300 films.

Venu was born on 8 November 1940 in Tiruchirappalli, Tamil Nadu, India. He started his film career as an actor in the 1960s, appearing in supporting roles in Tamil and Telugu films. He gained prominence with the release of the comedy film ""Pattinathil Katchi"" (1971), which won him critical acclaim and established him as a leading actor in Tamil cinema. Venu subsequently starred in a number of commercially successful films, including ""Ponnar Shankar"" (1972), ""Kaali"" (1973), ""Kalathur Kannamma"" (1974), ""Sivaji"" (1976), and ""Muthuraman"" (1977). He also produced several of his own films. Venu retired from acting in the early 1990s, but continued to produce and appear in films sporadically until his death from a heart attack on 25 December 2002 at the age of 62.",4,30,21.49418,0.448348,1,0,1
25842095,"the first season of the American television series ""Breaking Bad"". It was written by Vince Gilligan and directed by Michelle MacLaren.

Breaking Bad resumes its Season 1 story arc with ""Fifteen Percent"". The episode follows Walt and Jesse's attempt to manufacture meth in order to cover their tracks after the death of Jane Margolis. 

The episode explores the moral implications of Walt and Jesse's actions, as well as their strained relationship. In particular, Walt questions Jesse's dedication to the meth business and Jesse retorts that Walt is only concerned with himself. Meanwhile, Hank continues to investigate Jane Margolis' death, uncovering new information that suggests she may not have died from an accidental fall. 

""Fifteen Percent"" received critical acclaim, with many reviewers praising the development of the characters and the suspenseful plot. The episode was also commercially successful, earning a Nielsen rating of 10.5 million viewers.",4,49.11111,47.26374,0.696264,0,0,1
40442233,"and astrologer who falsely claimed to be the grandson of Richard II of England.

Born in 1440, Warbeck was a member of the noble Warbeck family and studied at the universities of Cologne and Tübingen. He claimed to be the grandson of King Richard II of England, who had been deposed and executed in 1485. In 1525, Warbeck married Elizabeth de Vere, daughter of John de Vere, 3rd Earl of Oxford. He travelled to England, where he was welcomed by the English court. He was eventually arrested and imprisoned in the Tower of London. Warbeck died in 1534.",4,51,57.23927,-0.0177,1,1,1
712657,", North Wales, is a Site of Special Scientific Interest. It is one of the last areas of upland heath in North Wales and contains a number of rare species of plants. The heathland is also a Site of Nature Conservation Interest, due to its diverse habitats and its importance for the conservation of rare plant species.

The heathland covers an area of around 710 hectares and is managed by the National Trust, who have designated it as a nature reserve. The reserve is open to the public and is home to a number of rare plant species, including heather, bilberry, gorse and ruellia. There are also several ancient oak and birch trees, which are thought to be over 1,000 years old.",4,37.5,29.58209,0.413707,1,0,1
44082707,"(born February 17, 1966) is a Sri Lankan singer. She has had a successful career in the music industry, mainly in Sri Lanka and the United Kingdom.

Ranee Jayamaha was born on 17 February 1966 in Colombo, Sri Lanka. She began her musical career at a young age, singing in local churches. In 1984, she made her professional debut with the song ""Athuru Piditha"" on the album ""Sarath Sambandha"". Over the following years, she released several albums and achieved significant commercial success. In 1993, she recorded the song ""Nila Nila"" for the soundtrack of the Sinhala film ""Nila Nila"". The song became a major hit and won her several awards.

In 1997, Jayamaha moved to the United Kingdom to pursue a career in music. She released her first album in the UK that year, titled ""Ranee"". The album received critical acclaim and spawned several hit singles, including ""Ithu Ithu"" and ""Nandini"". In 2000, she released her second UK album, titled ""Innocent Melodies"". The album spawned several hit singles,",4,40.15385,21.0707,0.199282,0,1,1
29604280,"Program is a program that allows novice skaters to develop their skills and learn about the sport of flat track roller derby. The Apprentice Program provides skaters with opportunities to participate in practice and games, as well as educational opportunities.

The Women's Flat Track Derby Association Apprentice Program was created to provide novice skaters with the opportunity to develop their skills and learn about the sport of flat track roller derby. The Apprentice Program provides skaters with opportunities to participate in practice and games, as well as educational opportunities. 

The Women's Flat Track Derby Association Apprentice Program is open to any skater who is at least 14 years old and has not previously competed in a WFTDA sanctioned bout. Applications for the Apprentice Program are accepted on a rolling basis, and new applications are accepted every month. If you are interested in applying for the Apprentice Program, please visit our website or contact us.",4,31,12.46328,0.274608,1,0,1
6619797,"2, 1996) was an American singer and actor.

Manna was born in Brooklyn, New York, the son of a butcher. After serving in the United States Army during World War II, he began his music career in 1947 as a member of the Harry James Orchestra. In the early 1950s he formed his own trio and began recording for Capitol Records. Manna's biggest success came in the early 1960s with the song ""The Boy from New York City"". He had several other hits over the years, including ""September Song"", ""I'm Waiting for You"", and ""The More I See You"". Manna retired from performing in the late 1970s. He died in 1996 at the age of 78.",4,30.25,19.18891,0.092597,1,1,1
26965418,"is a healthcare professional who provides clinical support and diagnostic services for mental health conditions, including schizophrenia and bipolar disorder. Psychiatric technicians may also provide care for individuals with dementia, autism, and intellectual disabilities.

Psychiatric technicians work in a variety of settings, including hospitals, clinics, schools, prisons, and private practices. They typically receive specialized training in psychiatry and mental health diagnosis and treatment. Psychiatric technicians are often required to have certification in psychiatric nursing or psychiatric technician/nurse.",4,47.8,37.35907,0.143519,0,1,1
10575750,"in Columbus, Ohio) is an American blues guitarist, singer, and songwriter. He is best known for his work with the blues rock band The Allman Brothers Band (ABB).

Hill grew up in Columbus and began playing the guitar at an early age. He was a member of the ABB from 1974 to 1986, during which time the group achieved international success. He left the group to pursue a solo career, but has since returned to the band. Hill has also recorded and played with other groups, including The Derek Trucks Band and Gov't Mule. He has released several albums of his own material, as well as contributing to albums by others. Hill has received several awards, including a Grammy Award and a Blues Music Award.",4,23.375,12.48928,0.248778,1,1,1
673092,"and television production company.

Morgan Creek Entertainment was founded in 1989 by film producers Joel and Ethan Coen, who are also the company's co-CEOs. The company is based in New York City.

Morgan Creek has produced or co-produced films including ""The Big Lebowski"", ""O Brother, Where Art Thou?"", ""No Country for Old Men"", ""The Blind Side"", ""The Help"" and ""Suicide Squad"". The company has also produced television series including ""Breaking Bad"", ""Boardwalk Empire"", ""Downton Abbey"", ""Game of Thrones"" and ""Veep"".",4,37,54.67723,0.982694,1,1,1
38881,"[ˈpælermo] or [pæˈlɛːrmo]) is a city in Sicily, Italy, and the capital of the metropolitan area of Palermo. It is the largest city in Sicily, with a population of about 270,000, and is the central city of the Metropolitan City of Palermo, with a population of over 1 million.

Palermo is located in the central-eastern part of the island of Sicily, on the Mediterranean Sea. The city was founded by Phoenicians in 734 BC as Ziz, one of a number of Phoenician settlements in Sicily. The Roman Republic acquired it in 238 BC and renamed it Palermo after its founder, Pallas Athena. The city became an important center of trade and culture under the Byzantine Empire, and later passed through Muslim hands before becoming part of the Kingdom of Sicily in 1071.

Palermo was sacked by Norman mercenaries in 1084 AD and by the Aragonese in 1143 AD. In 1409, King Ladislaus I of Naples gave Palermo to his brother Count Alfonso V of Aragon as part of his dowry.",4,35,19.75565,0.230561,1,1,1
11257431,"1958) was an English archaeologist and Egyptologist who specialized in the study of Ancient Egyptian tomb paintings. He is best known for his discovery of the Theban tomb of Meryre II, which has been recognized as one of the most significant archaeological finds of the 20th century.

Frederick Vincent Theobald was born on 15 May 1868 in Cheltenham, Gloucestershire, England to Henry James Theobald and Emma (née Gunn). He was educated at Cheltenham College and Trinity College, Cambridge where he read archaeology. In 1892 he joined the British School of Archaeology in Egypt under the guidance of Flinders Petrie. Between 1896 and 1899, he undertook excavations at Deir el-Bahri.

In 1899, Theobald was appointed Keeper of the Department of Antiquities at the British Museum, a post he held until his retirement in 1937. During this time he organized and catalogued the Museum's collection of Ancient Egyptian art, making him one of the foremost experts on that subject. He also helped to develop methods for restoring damaged paintings.

Theobald's discoveries include the tomb of Meryre II, which was first",3,42.5,33.58654,0.33404,0,0,1
8710002,"August 8, 2004) was an American musician who was best known as the drummer for the rock band The Beach Boys.

Wemp was born in Los Angeles, California and began playing drums at the age of eight. He served in the United States Army during World War II and played in a military band before joining The Beach Boys in 1952. He remained with the band until his retirement in 1988, playing on over 150 albums. Wemp was also responsible for creating the classic Beach Boys drum beat, known as the ""Wembley beat"".

Wemp was inducted into the Rock and Roll Hall of Fame in 1988 and the Rhythm and Blues Hall of Fame in 1995. He died from cancer at the age of 80.",4,22.14286,15.47502,0.132494,1,1,1
21801020,") is a Mexican poet, playwright, actress, and activist.

Born in Mexico City to a middle-class family, del Consuelo Sáizar showed an early interest in writing and performing. She studied at the Iberoamerican University of Guadalajara, where she met fellow poets and writers such as Martín Espada, Jorge Volpi and Fernando González. In 1984 she published her first collection of poems, ""Tiempo de Fuego"", which won the Premio Casa de las Américas.

In 1987 she starred in her first play, ""Cuando se suman las estrellas"". The following year she directed her first feature film, ""El patrón del mal"", which was later adapted into a TV series. Her other notable works include the novels ""Los ojos de la muerte"" (1990), ""Las venas abiertas"" (1994) and ""Donde el viento no sopla"" (2002).

Del Consuelo Sáizar has been involved in various social movements throughout her career, including the feminist movement, which she",3,56.375,56.68443,0.462198,0,0,1
18990526,"fiction magazine, first published in 1954.

Science Fiction Monthly was one of the earliest British science fiction magazines, first published in 1954. The magazine was edited by John Carnell and had a circulation of around 5,000. It featured work by such writers as Poul Anderson, Frederik Pohl and James Blish. The magazine went out of business in 1972.",4,36.6,9.914636,0.842486,1,1,1
37874847,"rally event held in Mexico.

The rally was the second round of the 2013 World Rally Championship and ran from 2–4 October 2013. The event was based in the municipality of Celaya in the state of Guanajuato.

The rally was won by Sébastien Ogier of France, his second WRC victory of the season, while teammate Jari-Matti Latvala finished second.",4,113.75,116.3998,-0.0007,0,1,1
28067298,"financial district of London, England. The street runs east-west and at its eastern end meets Threadneedle Street. The street is within the City of London and part of the London Bridge financial district.

Queen Street was part of a medieval thoroughfare linking the City of London with the suburbs to the east. In the Middle Ages, it formed part of the way between the Tower of London and Westminster Abbey. It became a commercial street in the 17th century, when wealthy merchants built spacious Georgian houses along it. In the 19th century, it became one of the most important streets in London for business, finance and commerce. The name Queen Street was given to it in honour of Queen Victoria in 1837.",4,45,28.96303,0.099738,0,1,1
38509024,"American rapper Yung Lean. It was released on March 3, 2019, by Top Dawg Entertainment.

The album has fifteen tracks, including the previously unreleased single ""Dollar Signs"".

The album was announced on February 25, 2019, and was preceded by the release of the singles ""Red Light"" and ""Dollar Signs"".",4,47.25,30.94484,0.664514,0,0,1
24876172,"Department of Communication at the University of North Carolina at Chapel Hill. She is also a visiting professor at the University of Amsterdam and a fellow of the Association for Psychological Science.

Daniel has published extensively on topics in communication, media studies, and feminist theory. Her work has focused on issues of identity, representation, and power in media contexts. She is particularly known for her work on the intersections of race and gender in media discourse, as well as her research on the representation of marginalized groups in digital media.

She has been awarded several prestigious awards, including the prestigious A.P.A. Raymond B. Fosdick Award for Career Contributions to Communications Research and the Harry Chapin Award from the National Communication Association.",4,26.42857,23.4155,0.146196,1,1,1
33720517,"based in Los Angeles, California. The band was formed in 2006 by singer-songwriter and multi-instrumentalist John Feldmann, and consists of Feldmann, guitarist Logan Mader, bassist Alex Moss, and drummer Brandon Ellis.

Formed in 2006 in Los Angeles, California, Patent Pending is an American rock band led by John Feldmann. The band has released three studio albums to date, including their most recent release, ""Dirty Gold"" (2013). 

The band's sound has been described as ""lo-fi post-punk"", with elements of garage rock, funk and electronica. Their music has been compared to the likes of the Pixies, the Strokes and the White Stripes.",4,17.16667,8.376554,0.687009,1,0,1
2201074,"""Mission"") is a type of burrito originating in the Mission district of San Francisco, California. The name references the Mission District's Mexican heritage, as well as its history as a working-class neighborhood.

The Mission burrito has a soft and fluffy interior, with a sturdy and chewy crust. It is typically filled with rice, beans, and either meat or vegetables. Various variations include the addition of chorizo, chicken, or avocado.",4,41.6,11.90798,0.807055,0,1,1
61337542,"of Bad Ischl in the Austrian state of Vorarlberg. It is one of the most important cemeteries in Austria, and one of the most visited tourist destinations in Vorarlberg.

The cemetery was founded in 1778 and covers an area of . The original burial ground consisted of just over 1,000 graves. Today, the cemetery contains over 140,000 graves, making it one of the largest cemeteries in Austria.

The cemetery is particularly well known for its mausoleums, which are among the most elaborate in Austria. The most famous of these is the Mausoleum of Archduke Franz Ferdinand and his wife Sophie, which was destroyed in 1914 as part of the First World War. 

The cemetery is also home to a number of memorials to famous Austrians, including those to Ludwig van Beethoven, Emperor Franz Joseph I and Josef Haydn.",4,54.25,87.41159,0.5335,1,0,1
59429263,"July 29, 1914 – Belgrade, December 2, 1944) was a Serbian painter.

Karić was born in Kragujevac on July 29, 1914. He studied at the Academy of Fine Arts in Belgrade under Dušan Mišić and Ljuba Jovanović. Karić died in Belgrade on December 2, 1944. He is best known for his paintings of Serbian villages and rural life.",4,88.2,42.44055,0.466526,0,0,1
51366526,"road connecting the villages of Lochte and Gate in East Ayrshire, Scotland. The road is known for its frequent accidents, with many people believing it to be one of Scotland's most dangerous roads.

The road was first constructed in the 18th century as a means of transporting coal from Lochte to Gate. Since then, the road has become notorious for its high number of accidents, with many people believing it to be one of Scotland's most dangerous roads. In 2013, the road was featured in an episode of the BBC documentary series Top Gear, which highlighted its dangerous conditions and reported that it was responsible for the deaths of more than 60 people since 2000.",4,33.4,27.26353,0.469997,1,0,1
22084026,") is a former Argentine footballer who played as a defender. He is one of the most capped footballers in the world, with 137 international appearances.

Garibaldi began his career at Argentinos Juniors, making his senior debut in 1987. He went on to play for Barcelona, Roma, Milan, Inter Milan and Atlético Madrid, winning a La Liga championship with Atlético Madrid in 2003. He was part of the Argentine national team that won the Copa América in 1995 and the World Cup in 2002. He retired from playing in 2007. Garibaldo has been appointed coach of Independiente since December 2014.

Cristóbal Vicente Garibaldi was born on March 14, 1969 in Buenos Aires, Argentina. He started playing football with Argentinos Juniors in 1987 before moving to Barcelona where he made his debut in 1988. Whilst at Barcelona he won La Liga championship in 2003 with Atlético Madrid. Garibaldus also played for Roma (Italy), Milan (Italy), Inter Milan (Italy) and Atlético Madrid (Spain). Garibaldo has made 137 international appearances for Argentina and scored 2 goals. In 1995 he helped Argentina win",4,69.30769,112.2181,0.139484,0,1,1
32234362,"artist who lives and works in Berlin.

Köksal's artworks are characterised by their use of appropriated images sourced from mass media, combined with her own idiosyncratic style. She often juxtaposes seemingly unrelated objects or images to create new associations, leading the viewer's gaze in unpredictable directions. Her work has been exhibited in galleries and museums around the world, including the Museum of Modern Art (MoMA), New York; the Centre Pompidou, Paris; and the Victoria and Albert Museum, London.

Köksal was born in 1973 in Istanbul, Turkey. She studied at the Academy of Fine Arts in Istanbul before moving to Berlin in 2003.

Köksal's work is characterised by its use of appropriated images sourced from mass media, combined with her own idiosyncratic style. She often juxtaposes seemingly unrelated objects or images to create new associations, leading the viewer's gaze in unpredictable directions. Her work has been exhibited in galleries and museums around the world, including the Museum of Modern Art (MoMA), New York; the Centre Pompidou, Paris; and the Victoria and Albert Museum, London.",4,50.55556,36.74953,0.809398,0,1,1
16504431,"is a research and teaching hospital in the Faculty of Medicine at the University of Toronto. It was founded in 1916 as the Toronto General Hospital and became known as the Anton Breinl Centre for Public Health in 1978.

The Anton Breinl Centre for Public Health is one of Canada's leading public health institutions. The Centre's research programs focus on infectious diseases, mental health, nutrition, cancer, heart health and public policy. The Centre also offers a range of health services to the community, including family medicine, general surgery, pediatrics, obstetrics/gynecology and geriatric care. In total, the Centre employs 1,100 staff and provides services to more than 400,000 patients annually.",4,29,16.95877,0.662717,1,0,1
9883089,"a salt marsh, in the province of A Coruña, Galicia, in northwestern Spain. The estuary is about long and wide, with a tidal range of .

The Ría de Arousa is extensive and has a variety of habitats: saline lagoons, broad brackish marshes, mudflats, reedbeds and salt flats. These habitats support a variety of bird and plant life. The estuary is also an important breeding area for waterfowl.",4,59.6,34.71743,-0.22059,0,1,1
19661342,"formal diplomatic relations since the Iranian Revolution in 1979. The two countries have had limited trade links since the late 1970s, but their ties have improved in recent years as Iran has become more open to the world.

Iran and Saudi Arabia share a long border, with both countries having sizeable populations on the other side. Iran and Saudi Arabia are both members of the Arab League and OPEC. They are also close allies of the United States and have a strong military relationship. Iran and Saudi Arabia have had sporadic diplomatic relations since 1979, when Iranian revolutionaries overthrew the monarchy. The two countries have not had formal diplomatic relations since then. However, there has been increased trade between the two countries in recent years as Iran has become more open to the world. In 2006, Saudi Arabia agreed to invest $10 billion in Iranian oilfields, and in January 2007, Iranian President Mahmoud Ahmadinejad visited Saudi Arabia.",3,16.66667,9.340771,0.80303,1,1,1
30271121,"is an English retired professional footballer who played as a midfielder. He played in the Football League for Reading, Portsmouth and Sheffield United, before playing in the United States for the New England Revolution in 2004. 

Gage was born in Reading, Berkshire, and started his career at hometown club Reading. He then moved to Portsmouth where he made over 100 appearances before moving on to Sheffield United. After two years with the Blades, he signed for the New England Revolution in 2004, helping them to win the MLS Cup that season. Gage retired from professional football in 2006. He later returned to Reading as a coach.",4,46,30.59956,0.334967,0,0,1
37399133,"in Myanmar, mainly between the Rohingya Muslim community and the Buddhist majority. The conflict began in 2012 after a series of attacks by Rohingya militants on police and military posts in Rakhine State.

Since then, Myanmar has conducted a military campaign against the Rohingya, which has resulted in human rights violations and forced displacement of over 1 million people. The UN has declared the situation an ""ethnic cleansing"" and called for an end to the violence.",4,18.25,14.52297,0.77562,1,1,1
18447353,"of Economics at MIT. His research focuses on economic theory, game theory, and applied economics.

Claudio Lomnitz was born in Rome, Italy in 1962. He received his B.A. from the University of California at Berkeley in 1984 and his M.A. and Ph.D. from the University of Chicago in 1988 and 1992, respectively.

Lomnitz has been a professor at MIT since 1992. He has been the Campbell Family Professor of Economics since 2007. He is also a fellow of the Econometric Society, the American Academy of Arts and Sciences, and the National Academy of Sciences.

Lomnitz's research focuses on economic theory, game theory, and applied economics. His work has had a significant impact on both academic and industrial circles, with applications in areas such as business strategy, insurance, energy pricing, and telecommunications network design.",4,50.81818,64.23522,0.382755,1,0,1
1848016,"eleven tropical cyclones in the Eastern Pacific Ocean. It was first used for the 1926 storm in the Gulf of California. Alberto originated from the Spanish word alberto, meaning ""bright"" or ""shining"".",4,62,15.71623,-0.22139,0,1,1
38519131,"the surname include: 

1. Wolfgang Esser (born 1940), German mathematician
2. Ursula Esser (born 1953), German author
3. Andreas Esser (born 1975), German footballer",4,804.5714,1811.582,0.041797,0,1,1
63423850,"9 February 2003) was an Australian artist who specialized in painting and sculpture.

Kark was born in Perth, Western Australia, the son of a Jewish father and an Irish Catholic mother. He was educated at Perth Modern School and at the University of Western Australia, where he studied art under David Sylvester and John Olsen. Kark first exhibited his work in 1968, when he participated in the Perth Annual Art Exhibition. He moved to Melbourne in 1970, and became associated with the Flinders Lane gallery scene. Kark's paintings typically depict scenes from Australian history or mythology, often using bright colours and bold brushstrokes. His sculptures are often anthropomorphic figures with exaggerated features and often featuring grotesque elements.

Kark died of a heart attack in Melbourne at the age of 60. His work is in the collections of several major museums, including the National Gallery of Victoria and the Art Gallery of South Australia.",3,49.22222,28.46391,0.307396,0,0,1
39027650,"is an American professional basketball player who last played for the Canton Charge of the NBA Development League. He played college basketball for the Syracuse Orange, where he was a two-time consensus All-American.

Alexander was drafted by the Charlotte Hornets with the seventh overall pick in the 2000 NBA draft. He has also played for the Milwaukee Bucks, Boston Celtics, Miami Heat, Minnesota Timberwolves, Philadelphia 76ers, Detroit Pistons and Dallas Mavericks. He has won championships with the Heat in 2006 and 2007. Alexander was named to the All-Defensive Second Team in 2006 and 2007.

On July 10, 2013, Alexander signed with the Russian team BC Khimki. In February 2014, Alexander left Khimki and signed with Spanish team CB Gran Canaria. On September 2, 2014, Alexander returned to Khimki.",4,32.88889,26.97427,0.604441,0,0,1
47019776,"terms of population, in the state of Karnataka, India. The city is located on the banks of the river Tungabhadra, about 230 kilometers north of Bangalore. The economy of Hubli-Dharwad is based on agriculture, textiles, and microenterprises.

The city has a population of 1.8 million people. The main occupation is agriculture with crops such as paddy, cotton, groundnut, sugarcane and tobacco being the major products. There is also a small cottage industry engaged in production of textiles and handicrafts. The city has a small but growing industrial sector with production in sectors such as chemicals, pharmaceuticals, automobiles and light engineering. Tourism is also a major contributor to the economy with visitors coming for shopping and sightseeing.",4,29.375,11.47591,-0.03288,1,1,1
42637416,", Khatulan, Khuttalan, or Khuttalen) was a small principality in the Southeastern Caucasus located in what is now northern Azerbaijan. The principality was founded in the 9th century by a branch of the ruling Bagratid dynasty of Armenia.

The principality was located at the edge of the principality of Artsakh and its neighbors were the kingdoms of Shirvan and Derbent to the north, the Byzantine Empire to the east, and the Arab Caliphate to the south. The principality was also bordered by various semi-independent polities such as the Principality of Tabriz to the west, and Khanates of Khurasan and Gilan to the south.

Throughout its history, the principality was plagued by numerous invasions and rebellions from its surrounding territories. In 1534, Shah Ismail I of Safavid Persia conquered Khuttal and incorporated it into his newly established Safavid Empire. The principality would remain under Persian rule until 1828 when it was annexed by Russia as part of the Treaty of Turkmenchay. 

Today, little remains of Khuttal other than a few ruins and a small",2,40.125,19.99598,0.473595,1,0,1
35972307,an estrogen with a hydroxyl group at the beginning of the molecule. They are often used as hormones because they have a longer half-life than regular estrogens.,4,23,7.071068,0.493471,1,0,1
15755863,"was played from October 10-15, 1953. The Dominican Republic, led by Napoleón López, won the series for the first time. The Puerto Rico Islanders, led by Roberto Clemente, finished second.

The Caribbean Series is an annual baseball tournament contested between the champions of the Dominican Republic, Puerto Rico, and Venezuela. The tournament has been played since 1949. The Dominican Republic has won the most championships (5), while Venezuela has the second most (3).",4,49.16667,22.75449,0.097641,0,1,1
1927805,"the novel, The Outsiders. He is the son of wealthy parents and is the most popular student at his upscale private school. Elwin is also the captain of the school's football team.

Elwin is a complex and multi-faceted character who is often criticized for his lack of empathy and empathy for others. He is also known for his quick temper, which results in him being in a lot of fights. Elwin's biggest flaw is that he often takes things too far and doesn't think before he acts.

Despite these flaws, Elwin is a good person at heart. He cares deeply about his friends and family, and will do anything to help them. Elwin also has a strong sense of justice, which often gets him into trouble.",4,30.11111,26.74623,0.575065,1,0,1
69457179,"the Malcolm X National Memorial Museum, is a museum in Harlem, New York City, United States commemorating the life and work of Malcolm X. The museum is open to the public Monday through Saturday from 10am to 4pm, and on Sundays from 1pm to 4pm.

The Malcolm X House was designed by architect I.M. Pei and opened in February 1976. The museum was dedicated to the memory of Malcolm X, who was assassinated in 1965. The museum has permanent and traveling exhibits on the life and work of Malcolm X. The collection includes objects from Malcolm X's personal life and career, as well as rare documents and photographs.",4,60.42857,71.93251,-0.18841,0,1,1
